Date,Open,High,Low,Close,Volume,Turnover
2020-01-08,30995.5,31451.85,30899.55,31373.65,304484779.0,61502800000.0
2020-01-09,31748.25,32172.7,31667.15,32092.4,307977487.0,60138500000.0
2020-01-10,32215.7,32347.2,31953.4,32097.4,444709730.0,63624600000.0
2020-01-13,32139.1,32322.65,32074.05,32177.65,291441682.0,44031100000.0
2020-01-14,32196.45,32196.45,31989.2,32071.65,438912100.0,71850000000.0
2020-01-15,31994.75,32000.9,31670.35,31824.9,545708720.0,77226800000.0
2020-01-16,31810.55,31988.9,31692.4,31853.9,253715802.0,56180100000.0
2020-01-17,31571.65,31773.55,31445.5,31590.65,308136774.0,74049500000.0
2020-01-20,31923.95,31923.95,31050.95,31080.65,282225576.0,77960600000.0
2020-01-21,30978.85,31171.25,30858.6,30947.55,227481016.0,61144600000.0
2020-01-22,31061.6,31149.05,30614.0,30701.45,200582131.0,60873500000.0
2020-01-23,30742.2,31087.25,30621.35,31004.05,343817897.0,72424900000.0
2020-01-24,31040.1,31375.45,30879.05,31241.75,424623379.0,65388100000.00001
2020-01-27,31110.55,31227.05,30808.55,30837.4,309934514.0,72076900000.0
2020-01-28,30922.0,31048.45,30656.35,30761.4,239604935.0,57073900000.0
2020-01-29,30915.1,31082.85,30835.8,30877.0,268788386.0,51052800000.0
2020-01-30,30889.25,30909.5,30521.3,30647.4,328858847.0,54106100000.0
2020-01-31,30950.5,31033.45,30691.8,30833.6,333435455.0,88921500000.0
2020-02-01,30726.2,30918.6,29753.0,29820.9,255295791.0,54519500000.0
2020-02-03,29811.75,30105.8,29612.55,30023.25,337112135.0,71231900000.0
2020-02-04,30235.3,30776.95,30182.45,30686.7,336610481.0,67194300000.0
2020-02-05,30761.95,31065.85,30630.85,31001.95,427604425.0,63801300000.0
2020-02-06,31070.75,31470.65,30917.25,31304.05,334000323.0,70418100000.0
2020-02-07,31367.05,31368.2,31111.05,31201.95,254381768.0,47629600000.0
2020-02-10,31248.65,31248.8,30957.2,31058.15,239696426.0,40873000000.0
2020-02-11,31230.2,31505.95,31225.9,31300.6,198887095.0,45325100000.0
2020-02-12,31441.15,31588.6,31398.15,31492.9,225958605.0,54115300000.0
2020-02-13,31586.55,31649.45,31180.6,31230.25,303030451.0,57800400000.0
2020-02-14,31281.85,31436.65,30776.1,30834.8,341366207.0,67322299999.99999
2020-02-17,30873.85,30998.15,30630.5,30680.7,251931924.0,51001800000.0
2020-02-18,30661.5,30692.75,30252.45,30562.5,398866924.0,63534799999.99999
2020-02-19,30905.0,30947.15,30606.15,30838.2,268822099.0,59189300000.0
2020-02-20,30862.3,31085.3,30702.45,30942.85,273065120.0,66470500000.0
2020-02-24,30666.35,30702.15,30428.0,30455.1,254235861.0,60063400000.0
2020-02-25,30517.0,30610.7,30329.95,30432.7,215913422.0,50709500000.0
2020-02-26,30279.95,30515.35,30131.75,30306.85,290964252.0,58850900000.0
2020-02-27,30270.0,30271.95,29914.15,30187.0,358020830.0,73214500000.0
2020-02-28,29501.55,29564.1,29051.5,29147.15,386879090.0,92812700000.0
2020-03-02,29701.0,29791.15,28571.7,28868.4,368259606.0,80265900000.0
2020-03-03,29012.55,29285.35,28749.55,29177.05,367320137.0,71528900000.0
2020-03-04,29252.95,29273.65,28125.15,28653.7,425845356.0,86458799999.99998
2020-03-05,28830.3,29134.3,28535.6,28815.35,1075709340.0,120629200000.0
2020-03-06,27649.95,28047.2,27162.3,27801.45,1568142743.0,120093200000.0
2020-03-09,27031.45,27091.6,25923.4,26462.6,1058982970.0,121825200000.0
2020-03-11,26272.75,26791.45,26234.1,26487.8,723295485.0,107209700000.0
2020-03-12,25175.9,25223.1,23536.35,23971.15,760576349.0,135856000000.0
2020-03-13,22720.75,25670.75,21351.7,25166.45,783385213.0,162473700000.0
2020-03-16,24061.6,24074.15,23008.25,23101.15,481906496.0,95864000000.0
2020-03-17,23348.05,23449.5,22002.0,22155.15,537689478.0,105772099999.99998
2020-03-18,22411.85,22544.05,20267.95,20580.2,875287959.0,174402300000.0
2020-03-19,19428.95,21035.05,18675.65,20083.5,476621914.0,120189400000.0
2020-03-20,19898.3,20924.55,19265.0,20317.6,501768418.0,136984500000.0
2020-03-23,18311.3,18895.65,16791.05,16917.65,307639369.0,78073200000.0
2020-03-24,17705.85,17841.4,16116.25,17107.3,391702593.0,99059000000.0
2020-03-25,16759.95,18740.2,16635.5,18481.05,394556026.0,97915400000.00002
2020-03-26,18781.85,20409.35,18364.5,19613.9,482884243.0,133353600000.0
2020-03-27,20801.6,21462.4,19580.1,19969.0,539418047.0,149460800000.0
2020-03-30,19254.45,19716.25,18668.7,18782.4,326991879.0,91376500000.0
2020-03-31,19307.65,19466.3,18792.4,19144.0,309805792.0,82415300000.0
2020-04-01,19122.4,19154.75,18042.25,18208.35,274864724.0,74008700000.0
2020-04-03,18325.05,18326.1,17143.2,17249.3,342530350.0,84970100000.0
2020-04-07,18454.55,19190.55,17953.75,19062.5,435419014.0,117586100000.0
2020-04-08,18799.4,20324.1,18482.9,18946.45,508444556.0,137100900000.0
2020-04-09,19553.15,19988.3,19166.9,19913.6,389986610.0,102294000000.0
2020-04-13,19854.9,19887.05,19294.0,19488.0,288209448.0,76340400000.0
2020-04-15,20096.35,20184.1,18776.75,19057.05,389865463.0,111883900000.0
2020-04-16,18957.15,19520.3,18703.45,19400.0,350278671.0,104047500000.0
2020-04-17,20394.75,20866.55,19729.3,20681.45,475038288.0,125867099999.99998
2020-04-20,21104.7,21122.1,20444.25,20522.65,438637821.0,117426400000.0
2020-04-21,19812.05,19891.45,19247.95,19409.35,311922545.0,82485100000.0
2020-04-22,19306.95,19806.35,19051.95,19701.85,349355747.0,90910500000.0
2020-04-23,19871.35,20356.5,19584.4,20267.95,325385187.0,89945900000.0
2020-04-24,19697.65,19950.15,19515.4,19586.65,305735017.0,80198900000.0
2020-04-27,19870.8,20224.75,19847.65,20081.15,299864446.0,80823200000.0
2020-04-28,20436.6,20751.3,20260.8,20671.1,367772101.0,103391500000.0
2020-04-29,20440.4,21348.15,20393.65,21090.2,400629555.0,123319500000.0
2020-04-30,21589.2,21967.0,21353.65,21534.5,471511130.0,111589100000.0
2020-05-04,20514.75,20530.45,19643.6,19743.75,328804506.0,76351900000.0
2020-05-05,20147.3,20223.15,19212.35,19271.75,381269938.0,90954000000.0
2020-05-06,19302.45,19806.6,18941.0,19694.55,395557269.0,97973500000.0
2020-05-07,19536.05,19757.25,19332.15,19491.8,300140979.0,77063100000.0
2020-05-08,19844.0,19969.6,19285.05,19352.9,330610646.0,79837400000.0
2020-05-11,19610.45,19733.4,18900.9,18950.5,342556509.0,86102500000.0
2020-05-12,18751.4,18993.4,18287.0,18862.85,395412970.0,104022000000.0
2020-05-13,20017.75,20122.25,19429.9,19634.95,520830667.0,120555600000.0
2020-05-14,19197.7,19380.1,19024.75,19068.5,333038859.0,77581700000.0
2020-05-15,19098.8,19119.1,18683.65,18833.95,240590869.0,55983200000.0
2020-05-18,18795.1,18795.1,17514.2,17573.2,434763906.0,99805000000.0
2020-05-19,18037.15,18175.3,17390.65,17486.25,415466049.0,95417600000.0
2020-05-20,17486.5,18002.65,17407.7,17840.2,326225920.0,75252400000.0
2020-05-21,17901.95,18200.7,17658.55,17735.1,347575113.0,77481200000.0
2020-05-22,17554.25,17952.25,17105.0,17278.9,484792159.0,99919500000.0
2020-05-26,17537.65,17681.7,17311.25,17440.35,336758208.0,68543700000.0
2020-05-27,17603.4,18874.25,17560.35,18710.55,538003230.0,129058200000.0
2020-05-28,18924.45,19455.55,18818.95,19169.8,561124154.0,143814000000.0
2020-05-29,18962.0,19358.05,18729.9,19297.25,581732090.0,109227600000.0
2020-06-01,19728.9,20225.35,19632.9,19959.9,558065113.0,102633200000.0
2020-06-02,20120.6,20615.75,19852.55,20530.2,448324616.0,113345400000.00002
2020-06-03,20966.6,21619.55,20822.0,20940.7,616871764.0,141897700000.0
2020-06-04,20932.35,21141.8,20316.2,20390.45,587859629.0,118401700000.0
2020-06-05,20516.4,21198.7,20425.05,21034.5,637447046.0,119504200000.0
2020-06-08,21636.1,21807.4,20911.25,21187.35,748110342.0,147842200000.0
2020-06-09,21295.5,21568.85,20629.7,20724.9,641246103.0,142423200000.0
2020-06-10,20760.95,21251.45,20671.55,21100.1,582992179.0,121217300000.0
2020-06-11,21084.7,21244.45,20458.3,20525.15,747065326.0,150021400000.0
2020-06-12,19529.3,20747.7,19526.1,20654.55,599190078.0,139356500000.0
2020-06-15,20457.15,20470.85,19740.2,19912.9,465009106.0,107073000000.0
2020-06-16,20500.65,20638.85,19507.05,20296.7,552448328.0,139035200000.0
2020-06-17,20137.45,20627.9,19978.15,20201.75,453526032.0,110145500000.0
2020-06-18,20137.6,21028.35,20030.35,20956.3,362837078.0,94721200000.00002
2020-06-19,20970.1,21467.65,20878.25,21338.1,523371321.0,131752900000.00002
2020-06-22,21491.55,22078.25,21425.55,21708.35,664606529.0,122249200000.0
2020-06-23,21859.25,22322.3,21647.8,22264.9,527935624.0,108725100000.0
2020-06-24,22479.35,22479.55,21336.35,21426.8,684574815.0,144671700000.0
2020-06-25,21218.05,21703.5,20926.45,21506.15,586179820.0,156026800000.0
2020-06-26,21735.05,21784.65,21320.1,21592.05,375592321.0,98985100000.0
2020-06-29,21291.55,21440.05,21026.45,21359.0,328004604.0,86066900000.0
2020-06-30,21524.3,21650.5,21212.0,21370.15,292655825.0,82089200000.0
2020-07-01,21354.1,22061.6,21281.85,21977.6,385956486.0,102679700000.0
2020-07-02,22133.8,22344.85,21890.5,21953.2,398994350.0,110778700000.00002
2020-07-03,22101.75,22130.3,21768.0,21852.4,256179957.0,70845000000.0
2020-07-06,22270.95,22399.25,22171.05,22198.95,290921694.0,78845400000.0
2020-07-07,22254.3,22674.5,22040.35,22628.0,455766093.0,116525500000.0
2020-07-08,22700.9,23080.6,22499.5,22584.65,673130542.0,163124000000.0
2020-07-09,22753.15,22998.3,22673.4,22907.2,355982560.0,89988500000.0
2020-07-10,22720.95,22835.2,22320.05,22398.45,457099610.0,89696299999.99998
2020-07-13,22613.25,22657.4,21981.65,22089.25,293704011.0,75166400000.0
2020-07-14,21877.6,21909.7,21222.45,21392.2,338499620.0,81348100000.0
2020-07-15,21634.25,21935.5,21230.55,21340.75,359145119.0,87481500000.0
2020-07-16,21453.25,21671.25,21027.85,21597.15,348563989.0,78389700000.0
2020-07-17,21608.05,22065.0,21550.8,21966.8,294921788.0,74044500000.0
2020-07-20,22307.3,22520.45,22187.8,22321.85,349653489.0,101724500000.0
2020-07-21,22639.85,22861.9,22597.95,22782.0,316649600.0,97443900000.0
2020-07-22,23159.0,23211.35,22658.2,22882.6,412721326.0,113497400000.0
2020-07-23,22854.85,23122.35,22734.9,23083.9,307580829.0,80387600000.0
2020-07-24,22853.2,22854.05,22417.2,22662.05,436264876.0,99081700000.0
2020-07-27,22664.6,22668.05,21801.35,21848.75,340888880.0,94075300000.0
2020-07-28,21940.15,22233.0,21611.4,22105.2,379785455.0,114785800000.0
2020-07-29,22075.0,22346.4,21906.35,22076.6,400357048.0,101635600000.0
2020-07-30,22195.05,22252.6,21580.15,21646.85,299568955.0,76622700000.0
2020-07-31,21730.55,21806.95,21375.0,21640.05,397341689.0,93452000000.0
2020-08-03,21543.8,21543.8,21031.45,21072.1,431029295.0,111518700000.00002
2020-08-04,21248.25,21576.35,21057.75,21490.5,297019822.0,91523400000.0
2020-08-05,21686.85,21936.5,21448.4,21509.95,338829581.0,88180100000.0
2020-08-06,21644.25,21926.55,21370.3,21642.6,386597915.0,95753900000.0
2020-08-07,21620.25,21787.25,21451.3,21754.0,378616471.0,76861400000.0
2020-08-10,21824.9,22071.95,21795.1,21900.25,261796164.0,59437600000.0
2020-08-11,22050.2,22277.6,22039.85,22227.2,377912975.0,81375000000.0
2020-08-12,22135.95,22326.55,21990.2,22264.0,507472323.0,93239400000.0
2020-08-13,22395.2,22439.95,22139.6,22196.35,289096635.0,64791700000.0
2020-08-14,22334.95,22334.95,21459.1,21679.4,318837489.0,71379900000.0
2020-08-17,21906.95,21909.4,21403.15,21700.85,263359893.0,61330500000.0
2020-08-18,21702.0,22227.75,21629.4,22170.6,311809274.0,68155900000.0
2020-08-19,22315.4,22419.35,22234.25,22285.9,348005901.0,68261700000.0
2020-08-20,21989.9,22079.9,21886.7,21999.45,314838525.0,72004900000.0
2020-08-21,22190.7,22344.05,22165.05,22299.6,347083160.0,74521500000.0
2020-08-24,22436.85,22897.5,22410.05,22833.0,346273118.0,80229100000.0
2020-08-25,22973.4,23180.3,22857.9,23092.15,422190044.0,102818900000.0
2020-08-26,23175.55,23453.4,23093.15,23414.2,337920632.0,95388100000.0
2020-08-27,23511.45,23704.05,23464.15,23600.35,430926732.0,116476700000.0
2020-08-28,23635.3,24611.8,23599.2,24523.8,812646625.0,199237200000.0
2020-08-31,25038.8,25232.6,23385.3,23754.35,712975732.0,187302700000.0
2020-09-01,23893.8,24199.65,23473.15,23812.0,484334092.0,116539900000.0
2020-09-02,23769.0,23926.15,23482.55,23874.55,293508250.0,73412100000.0
2020-09-03,23986.15,24051.6,23451.65,23530.85,214818095.0,58491500000.0
2020-09-04,23119.15,23394.8,22876.9,23011.5,341042607.0,86343300000.0
2020-09-07,23036.25,23109.1,22716.25,22945.05,245264124.0,59861400000.0
2020-09-08,22971.2,23064.15,22641.4,22744.4,231451727.0,59076400000.0
2020-09-09,22486.7,22554.6,22080.4,22267.0,305088443.0,72127400000.0
2020-09-10,22466.55,22678.65,22225.25,22466.2,278551123.0,70792100000.0
2020-09-11,22509.95,22668.75,22205.95,22479.95,214789265.0,57675800000.0
2020-09-14,22683.35,22757.3,22028.15,22101.25,265397711.0,65127800000.0
2020-09-15,22202.8,22514.15,22062.35,22465.65,248826760.0,61319300000.0
2020-09-16,22476.3,22659.4,22216.5,22573.55,245862302.0,61805600000.00001
2020-09-17,22352.0,22504.45,22267.05,22320.35,216408615.0,51167200000.0
2020-09-18,22439.35,22469.4,21784.9,22031.05,320585881.0,86910800000.0
2020-09-21,21983.4,22098.85,21274.3,21366.8,283525089.0,68464399999.99999
2020-09-22,21445.25,21473.35,20958.45,21139.1,325400312.0,73246100000.0
2020-09-23,21350.8,21365.05,20821.0,21178.5,299197195.0,57663100000.00001
2020-09-24,20898.8,20955.6,20404.9,20456.85,276420580.0,62186300000.0
2020-09-25,20740.8,21064.3,20430.7,20982.35,280646576.0,59025700000.0
2020-09-28,21152.05,21708.85,21055.1,21665.5,240223120.0,55509600000.0
2020-09-29,21770.9,21811.5,21280.6,21411.3,242993739.0,51299900000.0
2020-09-30,21405.25,21549.35,21128.5,21451.8,240051659.0,53101300000.0
2020-10-01,21685.25,22293.75,21664.15,22246.0,348728050.0,82070600000.0
2020-10-05,22352.1,22768.55,22247.25,22370.95,325414639.0,82087800000.0
2020-10-06,22673.05,22893.5,22521.05,22853.7,247980470.0,62212500000.0
2020-10-07,22836.95,23036.2,22607.8,22964.8,236098777.0,62223100000.00001
2020-10-08,23150.25,23450.9,23063.6,23191.35,280136398.0,79448000000.0
2020-10-09,23312.6,23904.1,23132.45,23846.8,350978943.0,102611400000.0
2020-10-12,23955.6,24190.35,23552.6,23712.8,280694619.0,69886500000.0
